"I","L","S","% Full accident coverage","% Partial1 accident coverage","% Partial2 accident coverage","% Partial3 accident coverage","% Null accident coverage"
168,16,10,16.2831643285285,3.53876040860272,75.4232527554454,3.04135781120012,1.71346469622332
168,16,50,16.5020313541065,6.122570528406,67.9612574598981,6.82560904681522,2.58853161077417
168,16,100,14.0528459777074,9.21536535968676,53.5360502896908,21.0114964380021,2.18424193491302
168,70,10,15.2333995339992,2.96818181818182,76.6596516676727,1.81818181818182,3.32058516196447
168,70,50,0.272727272727273,17.3417079341097,1.72727272727273,79.3650367533362,1.29325531255405
168,70,100,0.12,19.0044788317897,0.64,78.7241302258414,1.51139094236896
270,16,10,16.9580055975166,3.72313699609525,70.2197251637094,3.52919760215586,5.56993464052288
270,16,50,16.26222985339,5.51313804873453,70.1991423535329,4.89208252559255,3.1334072187501
270,16,100,15.620733468534,7.62923279950992,58.7700895371983,15.7539584248346,2.2259857699232
270,70,10,17.1377024001504,3.7705763014293,74.701286398911,2.82708207299859,0.896686159844055
270,70,50,0.540045766590389,21.6128685808874,2.75972540045767,74.1875204250015,0.899839827063057
270,70,100,0,15.7436167931969,0,82.7369752957352,1.51940791106787
