"I","L","S","% Full accident coverage","% Partial1 accident coverage","% Partial2 accident coverage","% Partial3 accident coverage","% Null accident coverage"
168,16,10,16.2831643285285,1.64734859461026,70.9308284988583,1.64734859461026,9.49130998339269
168,16,50,13.6388048755254,7.62141189045102,59.5505417919742,15.9092435502895,3.27999789175991
168,16,100,1.75950678241217,20.0204582488589,5.67376437900544,71.8405908086728,0.705679781050625
168,70,10,14.8885719477923,0.816666666666667,80.9741762235765,0,3.32058516196447
168,70,50,0.57,12.1135286868278,2.68,83.407184118885,1.22928719428719
168,70,100,0.82011777632487,17.9682384244244,3.32890241909121,75.7700099574656,2.11273142269392
270,16,10,15.0437198832309,4.11101578397404,65.0971181411023,8.91101578397404,6.43713040771864
270,16,50,14.3012971832944,5.31410205124657,65.4507814157329,11.4255129067781,3.50830644294806
270,16,100,0.932916117698726,14.6644141668527,4.37885375494071,79.0289964019383,0.994819558569559
270,70,10,16.1113866106768,2.61598440545809,76.6858843444889,0.526315789473684,4.06042884990253
270,70,50,3.41204044344974,18.5888380172096,12.9232848879176,64.5552627808492,0.520573870573871
270,70,100,0.978369255543169,14.8076958301021,3.91513377926421,79.2276257589866,1.07117537610398
