"I","L","S","% Full accident coverage","% Partial1 accident coverage","% Partial2 accident coverage","% Partial3 accident coverage","% Null accident coverage"
168,30,10,11.8462129657782,0,78.8597441206137,0,9.29404291360813
168,30,50,18.0047633054714,1.16846486969392,75.8476773560496,0.397849462365591,4.58124500641945
168,30,100,14.065784601844,5.46967459259978,59.6093279572985,16.1820499249396,4.67316292331811
168,30,150,11.9307850572706,1.1617938465622,52.5023860281998,27.3554319468549,7.04960312111246
168,30,200,12.4979170398231,1.36745776498142,55.8369612172629,23.3265476395762,6.97111633835646
270,30,10,16.3839767033733,1.39806832694764,74.4727756119998,1.11111111111111,6.63406824656825
270,30,50,17.1302596377685,2.08964774813725,74.1350552769858,3.31261897425691,3.33241836285154
270,30,100,17.3670254277035,3.07617616834276,69.4147484492264,5.36607598027854,4.77597397444878
270,30,150,16.2334972820348,4.247172358976,68.4648542687242,7.13024488779646,3.9242312024686
270,30,200,12.7764770329897,1.72542268976301,54.62129370848,25.0690539267436,5.80775264202365
500,30,10,17.3854370591153,2.68548387096774,73.3125286907713,3.18548387096774,3.43106650817789
500,30,50,18.5057963573772,2.61915462060193,69.0272868094878,2.78058646851223,7.06717574402084
500,30,100,19.050942388404,3.14934586242072,65.5466923060504,5.68095605505419,6.57206338807068
500,30,150,16.0406774023691,0.748771570048818,60.8734193628088,13.9506079926728,8.38652367210054
500,30,200,16.0489220359505,0.642959523393237,62.6499940245388,13.7357298118335,6.92239460428392
