"I","L","S","% Full accident coverage","% Partial1 accident coverage","% Partial2 accident coverage","% Partial3 accident coverage","% Null accident coverage"
168,30,10,13.4300638974552,0.416666666666667,85.6987239813327,0,0.454545454545455
168,30,50,20.7004380024115,1.00630326721071,76.474483696569,0.467566915842778,1.35120811796602
168,30,100,17.9776583236277,4.34065412634876,70.3893342296139,6.24041740102057,1.05193591938907
168,30,150,10.4939116732147,3.68566707044122,43.4774922112266,36.7821344688862,5.56079457623125
168,30,200,9.92214117707023,4.78287941329842,41.8297740867197,38.1508174357896,5.31438788712204
270,30,10,19.8036359394118,1.54356060606061,77.0276577668819,0.3125,1.31264568764569
270,30,50,19.6238553843316,2.10033260958867,76.9951032342243,0.294372294372294,0.986336477483184
270,30,100,20.3152832480535,2.97565514614605,72.7399429332779,2.93701941609693,1.03209925642563
270,30,150,19.8411236159803,1.96962683059552,72.5333645603226,4.40219071085924,1.2536942822424
270,30,200,11.0482149467476,4.39675682419728,43.5291238439053,36.0209004568324,5.00500392831736
500,30,10,21.5830661922284,2.66580698838763,74.6289540656323,0.573300573300573,0.548872180451128
500,30,50,20.9393630886229,2.14492272314191,73.0816084426451,1.43455155485507,2.39955419073501
500,30,100,13.145665341498,5.19424440517908,47.0570943456414,28.6775672835698,5.92542862411172
500,30,150,14.1154295818432,3.89049736210296,50.9222211408021,25.1926469797367,5.879204935515
500,30,200,12.5846383969907,4.67315573394208,48.4739865141586,29.2896927120441,4.97852664286442
