"I","L","S","% Full accident coverage","% Partial1 accident coverage","% Partial2 accident coverage","% Partial3 accident coverage","% Null accident coverage","BLS ambulances","ALS ambulances"
168,30,10,11.8462129657782,0,78.8597441206137,0,9.29404291360813,10,6
168,30,50,18.0047633054714,1.16846486969392,75.8476773560496,0.397849462365591,4.58124500641945,10,6
168,30,100,14.065784601844,5.46967459259978,59.6093279572985,16.1820499249396,4.67316292331811,10,6
168,30,150,11.9307850572706,1.1617938465622,52.5023860281998,27.3554319468549,7.04960312111246,10,6
168,30,200,12.4979170398231,1.36745776498142,55.8369612172629,23.3265476395762,6.97111633835646,10,6
270,30,10,16.3839767033733,1.39806832694764,74.4727756119998,1.11111111111111,6.63406824656825,10,6
270,30,50,17.1302596377685,2.08964774813725,74.1350552769858,3.31261897425691,3.33241836285154,10,6
270,30,100,17.3670254277035,3.07617616834276,69.4147484492264,5.36607598027854,4.77597397444878,10,6
270,30,150,16.2334972820348,4.247172358976,68.4648542687242,7.13024488779646,3.9242312024686,10,6
270,30,200,12.7764770329897,1.72542268976301,54.62129370848,25.0690539267436,5.80775264202365,10,6
500,30,10,17.3854370591153,2.68548387096774,73.3125286907713,3.18548387096774,3.43106650817789,10,6
500,30,50,18.5057963573772,2.61915462060193,69.0272868094878,2.78058646851223,7.06717574402084,10,6
500,30,100,19.050942388404,3.14934586242072,65.5466923060504,5.68095605505419,6.57206338807068,10,6
500,30,150,16.0406774023691,0.748771570048818,60.8734193628088,13.9506079926728,8.38652367210054,10,6
500,30,200,16.0489220359505,0.642959523393237,62.6499940245388,13.7357298118335,6.92239460428392,10,6
168,30,10,13.4300638974552,0.416666666666667,81.7783400174705,0,4.37492941840768,20,11
168,30,50,19.5380350850198,0.756247591236379,77.3796078298086,0.538875103391232,1.78723439054402,20,11
168,30,100,16.3149509579897,4.940543656443,66.1640751580607,9.28002878508241,3.30040144242415,20,11
168,30,150,11.2197957996147,1.84834038644208,48.4112015793065,32.2433843002243,6.2772779344124,20,11
168,30,200,10.7548684497975,3.08642251260417,47.4151758022064,32.8735504676864,5.86998276770548,20,11
270,30,10,18.3207655690414,0.3125,77.944997834222,0,3.4217365967366,20,11
270,30,50,18.5531970577778,2.02520667467408,75.865874123548,1.75473966452227,1.80098247947787,20,11
270,30,100,19.0823646023163,3.34652745591848,72.1086773424527,3.3276798745162,2.13475072479639,20,11
270,30,150,11.3549591566035,2.42321302552758,49.8231263946489,31.5155873915661,4.8831140316539,20,11
270,30,200,12.060040775656,2.59345469031838,49.599477872199,30.5074024915511,5.2396241702755,20,11
500,30,10,20.3491603131612,2.64625664625665,73.9061747720393,0.573300573300573,2.52510769524233,20,11
500,30,50,19.8064966894195,2.81896998043787,70.1592437028327,2.81264273779407,4.40264688951589,20,11
500,30,100,13.7816844507547,3.8075461444362,49.1848335320398,26.4137143884179,6.81222148435141,20,11
500,30,150,14.4912578024082,2.61813139366268,54.1281973692446,22.1601534601894,6.60225997449513,20,11
500,30,200,13.7625687917764,3.02160705755315,52.5906783586776,25.4071999536564,5.21794583833648,20,11
168,30,10,13.4300638974552,0.416666666666667,85.6987239813327,0,0.454545454545455,35,20
168,30,50,20.7004380024115,1.00630326721071,76.474483696569,0.467566915842778,1.35120811796602,35,20
168,30,100,17.9776583236277,4.34065412634876,70.3893342296139,6.24041740102057,1.05193591938907,35,20
168,30,150,10.4939116732147,3.68566707044122,43.4774922112266,36.7821344688862,5.56079457623125,35,20
168,30,200,9.92214117707023,4.78287941329842,41.8297740867197,38.1508174357896,5.31438788712204,35,20
270,30,10,19.8036359394118,1.54356060606061,77.0276577668819,0.3125,1.31264568764569,35,20
270,30,50,19.6238553843316,2.10033260958867,76.9951032342243,0.294372294372294,0.986336477483184,35,20
270,30,100,20.3152832480535,2.97565514614605,72.7399429332779,2.93701941609693,1.03209925642563,35,20
270,30,150,19.8411236159803,1.96962683059552,72.5333645603226,4.40219071085924,1.2536942822424,35,20
270,30,200,11.0482149467476,4.39675682419728,43.5291238439053,36.0209004568324,5.00500392831736,35,20
500,30,10,21.5830661922284,2.66580698838763,74.6289540656323,0.573300573300573,0.548872180451128,35,20
500,30,50,20.9393630886229,2.14492272314191,73.0816084426451,1.43455155485507,2.39955419073501,35,20
500,30,100,13.145665341498,5.19424440517908,47.0570943456414,28.6775672835698,5.92542862411172,35,20
500,30,150,14.1154295818432,3.89049736210296,50.9222211408021,25.1926469797367,5.879204935515,35,20
500,30,200,12.5846383969907,4.67315573394208,48.4739865141586,29.2896927120441,4.97852664286442,35,20
